rede,SMA,1,cloud,1,0,1.471955160
rede,SMA,1,cloud,1,2,1.669151824
rede,SMA,1,cloud,1,3,1.670090187
rede,SMA,1,cloud,1,4,1.649171997
rede,SMA,1,cloud,1,1,2.396600202
rede,SMA,1,cloud,1,6,2.258917609
rede,SMA,1,cloud,1,7,2.252663153
rede,SMA,1,cloud,1,8,2.213421324
rede,SMA,1,cloud,1,9,2.731056752
rede,SMA,1,cloud,1,10,2.907047702
rede,SMA,1,cloud,1,11,2.896080294
rede,SMA,1,cloud,1,12,2.903628760
rede,SMA,1,cloud,1,5,4.057872819
rede,SMA,1,cloud,1,14,3.326782363
rede,SMA,1,cloud,1,15,3.273422387
rede,SMA,1,cloud,1,16,3.264519335
rede,SMA,1,cloud,1,17,3.757904607
rede,SMA,1,cloud,1,18,3.879962898
rede,SMA,1,cloud,1,19,3.852945086
rede,SMA,1,cloud,1,13,4.575800351
rede,SMA,1,cloud,1,21,4.327175149
rede,SMA,1,cloud,1,22,4.449486270
rede,SMA,1,cloud,1,20,4.691791357
rede,SMA,1,cloud,1,23,4.564888692
rede,SMA,1,cloud,1,51,1.747304660
rede,SMA,1,cloud,1,24,5.120456177
rede,SMA,1,cloud,1,25,5.240573039
rede,SMA,1,cloud,1,26,5.217913971
rede,SMA,1,cloud,1,53,2.141472790
rede,SMA,1,cloud,1,54,2.101989689
rede,SMA,1,cloud,1,27,5.112187790
rede,SMA,1,cloud,1,52,2.374200151
rede,SMA,1,cloud,1,56,2.220196096
rede,SMA,1,cloud,1,28,5.587719567
rede,SMA,1,cloud,1,29,5.647304339
rede,SMA,1,cloud,1,30,5.622446408
rede,SMA,1,cloud,1,31,5.716660152
rede,SMA,1,cloud,1,57,2.933983693
rede,SMA,1,cloud,1,55,3.127634880
rede,SMA,1,cloud,1,58,2.887979819
rede,SMA,1,cloud,1,59,3.066820694
rede,SMA,1,cloud,1,32,6.237431817
rede,SMA,1,cloud,1,33,6.302218556
rede,SMA,1,cloud,1,34,6.273915719
rede,SMA,1,cloud,1,35,6.381585989
rede,SMA,1,cloud,1,60,3.809624685
rede,SMA,1,cloud,1,62,3.685844302
rede,SMA,1,cloud,1,63,3.595867421
rede,SMA,1,cloud,1,61,4.010797006
rede,SMA,1,cloud,1,36,6.891825883
rede,SMA,1,cloud,1,37,6.940265196
rede,SMA,1,cloud,1,38,6.906778965
rede,SMA,1,cloud,1,39,7.054705370
rede,SMA,1,cloud,1,65,4.227547547
rede,SMA,1,cloud,1,64,4.343297000
rede,SMA,1,cloud,1,87,1.932769276
rede,SMA,1,cloud,1,66,4.103920073
rede,SMA,1,cloud,1,88,1.910994395
rede,SMA,1,cloud,1,67,4.242861668
rede,SMA,1,cloud,1,40,7.534252637
rede,SMA,1,cloud,1,89,2.014167437
rede,SMA,1,cloud,1,90,2.037852751
rede,SMA,1,cloud,1,41,7.573884897
rede,SMA,1,cloud,1,42,7.511225249
rede,SMA,1,cloud,1,43,7.676382018
rede,SMA,1,cloud,1,69,4.904743079
rede,SMA,1,cloud,1,92,2.505768358
rede,SMA,1,cloud,1,68,5.019771126
rede,SMA,1,cloud,1,70,4.849619876
rede,SMA,1,cloud,1,91,2.696703153
rede,SMA,1,cloud,1,44,8.185517248
rede,SMA,1,cloud,1,71,4.902513697
rede,SMA,1,cloud,1,93,2.779921288
rede,SMA,1,cloud,1,45,8.175381243
rede,SMA,1,cloud,1,94,2.769730809
rede,SMA,1,cloud,1,46,8.109288415
rede,SMA,1,cloud,1,47,8.201556690
rede,SMA,1,cloud,1,95,3.362639878
rede,SMA,1,cloud,1,48,8.510007414
rede,SMA,1,cloud,1,73,5.535675744
rede,SMA,1,cloud,1,96,3.312757196
rede,SMA,1,cloud,1,72,5.629023608
rede,SMA,1,cloud,1,74,5.496502515
rede,SMA,1,cloud,1,49,8.530961683
rede,SMA,1,cloud,1,50,8.561227506
rede,SMA,1,cloud,1,75,5.635653300
rede,SMA,1,cloud,1,98,3.442096867
rede,SMA,1,cloud,1,99,3.415517519
rede,SMA,1,cloud,1,86,5.279532803
rede,SMA,1,cloud,1,97,4.327578072
rede,SMA,1,cloud,1,77,6.331558625
rede,SMA,1,cloud,1,79,6.133297807
rede,SMA,1,cloud,1,76,6.526028852
rede,SMA,1,cloud,1,126,1.572577324
rede,SMA,1,cloud,1,80,6.242785500
rede,SMA,1,cloud,1,100,4.284693437
rede,SMA,1,cloud,1,127,1.616869592
rede,SMA,1,cloud,1,101,4.280325690
rede,SMA,1,cloud,1,128,1.636121688
rede,SMA,1,cloud,1,129,1.667064863
rede,SMA,1,cloud,1,102,4.888792484
rede,SMA,1,cloud,1,103,4.842926883
rede,SMA,1,cloud,1,78,7.366638303
rede,SMA,1,cloud,1,131,2.155533957
rede,SMA,1,cloud,1,81,7.090401557
rede,SMA,1,cloud,1,83,6.952694418
rede,SMA,1,cloud,1,132,2.191682864
rede,SMA,1,cloud,1,104,5.014880600
rede,SMA,1,cloud,1,82,7.176978436
rede,SMA,1,cloud,1,130,2.464046124
rede,SMA,1,cloud,1,105,4.938169809
rede,SMA,1,cloud,1,133,2.333288886
rede,SMA,1,cloud,1,85,7.403687652
rede,SMA,1,cloud,1,84,7.550055389
rede,SMA,1,cloud,1,106,5.580247070
rede,SMA,1,cloud,1,107,5.471784223
rede,SMA,1,cloud,1,134,2.922539514
rede,SMA,1,cloud,1,135,2.903799972
rede,SMA,1,cloud,1,137,2.880754723
rede,SMA,1,cloud,1,108,5.685926526
rede,SMA,1,cloud,1,109,5.654591034
rede,SMA,1,cloud,1,138,2.910452317
rede,SMA,1,cloud,1,110,6.232420304
rede,SMA,1,cloud,1,136,3.740702329
rede,SMA,1,cloud,1,111,6.145110176
rede,SMA,1,cloud,1,139,3.569267251
rede,SMA,1,cloud,1,141,3.516684249
rede,SMA,1,cloud,1,112,6.387233436
rede,SMA,1,cloud,1,142,3.541036242
rede,SMA,1,cloud,1,113,6.311033706
rede,SMA,1,cloud,1,140,4.383594551
rede,SMA,1,cloud,1,115,6.806163396
rede,SMA,1,cloud,1,143,4.170336638
rede,SMA,1,cloud,1,114,6.944034115
rede,SMA,1,cloud,1,144,4.230627879
rede,SMA,1,cloud,1,145,4.252216902
rede,SMA,1,cloud,1,117,6.959644395
rede,SMA,1,cloud,1,118,6.937497320
rede,SMA,1,cloud,1,146,4.792805138
rede,SMA,1,cloud,1,147,4.800452889
rede,SMA,1,cloud,1,116,7.789101319
rede,SMA,1,cloud,1,119,7.573452767
rede,SMA,1,cloud,1,148,4.798871504
rede,SMA,1,cloud,1,149,4.849501668
rede,SMA,1,cloud,1,121,7.650492970
rede,SMA,1,cloud,1,120,7.807162116
rede,SMA,1,cloud,1,150,5.385537082
rede,SMA,1,cloud,1,151,5.409985250
rede,SMA,1,cloud,1,122,8.294128735
rede,SMA,1,cloud,1,152,5.430594121
rede,SMA,1,cloud,1,123,8.265449008
rede,SMA,1,cloud,1,153,5.379065380
rede,SMA,1,cloud,1,124,8.352381777
rede,SMA,1,cloud,1,125,8.324385326
rede,SMA,1,cloud,1,154,5.824158925
rede,SMA,1,cloud,1,155,5.872858367
rede,SMA,1,cloud,1,156,5.877189077
rede,SMA,1,cloud,1,157,5.957997861
rede,SMA,1,cloud,1,158,6.446292837
rede,SMA,1,cloud,1,204,1.998612346
rede,SMA,1,cloud,1,205,2.008390263
rede,SMA,1,cloud,1,159,6.500236674
rede,SMA,1,cloud,1,160,6.533145018
rede,SMA,1,cloud,1,206,2.123518129
rede,SMA,1,cloud,1,207,2.093795215
rede,SMA,1,cloud,1,161,6.646611501
rede,SMA,1,cloud,1,162,7.066878903
rede,SMA,1,cloud,1,163,7.082002156
rede,SMA,1,cloud,1,208,2.793445752
rede,SMA,1,cloud,1,164,7.100961658
rede,SMA,1,cloud,1,209,2.731359751
rede,SMA,1,cloud,1,165,7.223984688
rede,SMA,1,cloud,1,211,2.805517968
rede,SMA,1,cloud,1,210,2.949452195
rede,SMA,1,cloud,1,166,7.575935788
rede,SMA,1,cloud,1,167,7.558755809
rede,SMA,1,cloud,1,168,7.662253899
rede,SMA,1,cloud,1,212,3.589583143
rede,SMA,1,cloud,1,169,7.702573772
rede,SMA,1,cloud,1,215,3.450488667
rede,SMA,1,cloud,1,213,3.869293518
rede,SMA,1,cloud,1,216,3.545771331
rede,SMA,1,cloud,1,170,8.136611256
rede,SMA,1,cloud,1,171,8.139994963
rede,SMA,1,cloud,1,172,8.216924730
rede,SMA,1,cloud,1,173,8.276831218
rede,SMA,1,cloud,1,218,4.058772214
rede,SMA,1,cloud,1,219,4.026287115
rede,SMA,1,cloud,1,214,4.857641200
rede,SMA,1,cloud,1,220,4.180377960
rede,SMA,1,cloud,1,174,8.669642936
rede,SMA,1,cloud,1,175,8.673613219
rede,SMA,1,cloud,1,176,8.728683393
rede,SMA,1,cloud,1,177,8.894880040
rede,SMA,1,cloud,1,222,4.839005280
rede,SMA,1,cloud,1,223,4.782200105
rede,SMA,1,cloud,1,178,9.283382794
rede,SMA,1,cloud,1,217,5.629288296
rede,SMA,1,cloud,1,221,5.243858226
rede,SMA,1,cloud,1,179,9.316838584
rede,SMA,1,cloud,1,180,9.426577383
rede,SMA,1,cloud,1,181,9.589846842
rede,SMA,1,cloud,1,224,5.834917930
rede,SMA,1,cloud,1,225,5.774605358
rede,SMA,1,cloud,1,182,9.978160464
rede,SMA,1,cloud,1,183,9.956330650
rede,SMA,1,cloud,1,227,5.755452155
rede,SMA,1,cloud,1,226,5.894180696
rede,SMA,1,cloud,1,184,10.056048117
rede,SMA,1,cloud,1,185,10.202456726
rede,SMA,1,cloud,1,186,10.546136764
rede,SMA,1,cloud,1,228,6.581805329
rede,SMA,1,cloud,1,187,10.615321160
rede,SMA,1,cloud,1,229,6.521978019
rede,SMA,1,cloud,1,188,10.710280137
rede,SMA,1,cloud,1,231,6.343268812
rede,SMA,1,cloud,1,230,6.679089976
rede,SMA,1,cloud,1,189,10.805640816
rede,SMA,1,cloud,1,190,11.113381429
rede,SMA,1,cloud,1,191,11.216482658
rede,SMA,1,cloud,1,233,6.982327896
rede,SMA,1,cloud,1,232,7.133196500
rede,SMA,1,cloud,1,192,11.336805745
rede,SMA,1,cloud,1,234,7.099979868
rede,SMA,1,cloud,1,235,7.033401314
rede,SMA,1,cloud,1,193,11.490230976
rede,SMA,1,cloud,1,194,11.836170940
rede,SMA,1,cloud,1,195,11.861516173
rede,SMA,1,cloud,1,196,11.956702825
rede,SMA,1,cloud,1,238,7.636811367
rede,SMA,1,cloud,1,237,7.755334668
rede,SMA,1,cloud,1,241,7.547314938
rede,SMA,1,cloud,1,197,12.124925430
rede,SMA,1,cloud,1,239,7.812377249
rede,SMA,1,cloud,1,198,12.437229993
rede,SMA,1,cloud,1,199,12.494690888
rede,SMA,1,cloud,1,200,12.647919275
rede,SMA,1,cloud,1,201,12.674629846
rede,SMA,1,cloud,1,236,8.961642728
rede,SMA,1,cloud,1,240,8.580286449
rede,SMA,1,cloud,1,243,8.394174493
rede,SMA,1,cloud,1,242,8.656077097
rede,SMA,1,cloud,1,202,12.948219696
rede,SMA,1,cloud,1,203,12.937637448
rede,SMA,1,cloud,1,245,9.189852429
rede,SMA,1,cloud,1,244,9.275099922
rede,SMA,1,cloud,1,248,8.977827903
rede,SMA,1,cloud,1,247,9.199281648
rede,SMA,1,cloud,1,246,9.902582567
rede,SMA,1,cloud,1,249,9.621956909
rede,SMA,1,cloud,1,0,1.900418944
rede,SMA,1,cloud,1,2,2.079870662
rede,SMA,1,cloud,1,3,2.064462045
